Company name,ASX code,GICS industry group
"NEMEX RESOURCES LIMITED",NXR,"Materials"
"NEON ENERGY LIMITED",NEN,"Energy"
"NEPTUNE MARINE SERVICES LIMITED",NMS,"Energy"
"NETCOMM WIRELESS LIMITED",NTC,"Technology Hardware & Equipment"
"NETHERLANDS DEVELOPMENT FINANCE COMPANY",NFB,"GICS Sector Code Not Applicable"
"NEUREN PHARMACEUTICALS LIMITED",NEU,"Pharmaceuticals, Biotechnology & Life Sciences"
"NEVADA IRON LTD",NVI,"Materials"
"NEW AGE EXPLORATION LIMITED",NAE,"Energy"
"NEW GUINEA ENERGY LTD",NGE,"Energy"
"NEW HOPE CORPORATION LIMITED",NHC,"Energy"
"NEW HORIZON COAL LTD",NHO,"Energy"
"NEW STANDARD ENERGY LIMITED",NSE,"Energy"
"NEW TALISMAN GOLD MINES LIMITED",NTL,"Materials"
"NEW ZEALAND OIL & GAS LIMITED",NZO,"Energy"
"NEWCREST MINING LIMITED",NCM,"Materials"
"NEWERA RESOURCES LIMITED",NRU,"Energy"
"NEWFIELD RESOURCES LIMITED",NWF,"Materials"
"NEWHAVEN HOTELS LIMITED",NHH,"Consumer Services"
"NEWS CORPORATION..",NWS,"Media"
"NEWSAT LIMITED",NWT,"Telecommunication Services"
"NEX METALS EXPLORATION LIMITED",NME,"Materials"
"NEXTDC LIMITED",NXT,"Telecommunication Services"
"NEXUS BONDS LIMITED",NXB,"GICS Sector Code Not Applicable"
"NEXUS ENERGY LIMITED",NXS,"Energy"
"NEXUS MINERALS LIMITED",NXM,"Materials"
"NIB HOLDINGS LIMITED",NHF,"Insurance"
"NICK SCALI LIMITED",NCK,"Retailing"
"NICKELORE LIMITED",NIO,"Materials"
"NIDO PETROLEUM LIMITED",NDO,"Energy"
"NINE ENTERTAINMENT CO. HOLDINGS LIMITED",NEC,"Media"
"NIUMINCO GROUP LIMITED",NIU,"Materials"
"NKWE PLATINUM LIMITED",NKP,"Materials"
"NOBLE MINERAL RESOURCES LIMITED",NMG,"Materials"
"NOMAD BUILDING SOLUTIONS LIMITED",NOD,"Capital Goods"
"NONI B LIMITED",NBL,"Retailing"
"NORDIC INVESTMENT BANK",NIB,"GICS Sector Code Not Applicable"
"NORSEMAN GOLD PLC",NGX,"Materials"
"NORTHERN IRON LIMITED",NFE,"Materials"
"NORTHERN MANGANESE LIMITED",NTM,"Materials"
"NORTHERN MINERALS LIMITED",NTU,"Materials"
"NORTHERN MINING LIMITED",NMI,"Materials"
"NORTHERN STAR RESOURCES LTD",NST,"Materials"
"NORTHWEST RESOURCES LIMITED",NWR,"Materials"
"NORTON GOLD FIELDS LIMITED",NGF,"Materials"
"NORWEST ENERGY NL",NWE,"Energy"
"NOVARISE RENEWABLE RESOURCES INTERNATIONAL LIMITED",NOE,"Materials"
"NOVOGEN LIMITED",NRT,"Pharmaceuticals, Biotechnology & Life Sciences"
"NRW HOLDINGS LIMITED",NWH,"Capital Goods"
"NSL CONSOLIDATED LIMITED",NSL,"Materials"
"NSX LIMITED",NSX,"Diversified Financials"
"NUCOAL RESOURCES LIMITED",NCR,"Materials"
"NUENERGY GAS LIMITED",NGY,"Energy"
"NUFARM FINANCE (NZ) LIMITED",NFN,"GICS Sector Code Not Applicable"
"NUFARM LIMITED",NUF,"Materials"
"NUPLEX INDUSTRIES LIMITED.",NPX,"Materials"
"NUSEP HOLDINGS LTD",NSP,"Pharmaceuticals, Biotechnology & Life Sciences"
"NYOTA MINERALS LIMITED",NYO,"Materials"
"OAKAJEE CORPORATION LIMITED",OKJ,"Materials"
"OAKTON LIMITED",OKN,"Software & Services"
"OBJ LIMITED",OBJ,"Pharmaceuticals, Biotechnology & Life Sciences"
"OBJECTIVE CORPORATION LIMITED",OCL,"Software & Services"
"OCEANAGOLD CORPORATION",OGC,"Materials"
"OCEANIA CAPITAL PARTNERS LIMITED",OCP,"Diversified Financials"
"OCHRE GROUP HOLDINGS LIMITED",OGH,"Materials"
"OCTAGONAL RESOURCES LIMITED",ORS,"Materials"
"OCTANEX N.L.",OXX,"Energy"
"ODIN ENERGY LIMITED",ODN,"Energy"
"ODYSSEY ENERGY LIMITED",ODY,"Energy"
"OGL RESOURCES LIMITED",OGL,"Energy"
"OIL BASINS LIMITED",OBL,"Energy"
"OIL SEARCH LIMITED",OSH,"Energy"
"OILEX LTD",OEX,"Energy"
"OILFIELD WORKFORCE GROUP LIMITED",OFW,"Commercial & Professional Services"
"OKLO RESOURCES LIMITED",OKU,"Energy"
"OLDFIELDS HOLDINGS LIMITED",OLH,"Capital Goods"
"OM HOLDINGS LIMITED",OMH,"Materials"
"OMI HOLDINGS LIMITED",OMI,"Health Care Equipment & Services"
"OMNITECH HOLDINGS LIMITED",OHL,"Technology Hardware & Equipment"
"ON Q GROUP LIMITED",ONQ,"Software & Services"
"ONCARD INTERNATIONAL LIMITED",ONC,"Diversified Financials"
"ONCOSIL MEDICAL LTD",OSL,"Pharmaceuticals, Biotechnology & Life Sciences"
"ONTHEHOUSE HOLDINGS LIMITED",OTH,"Retailing"
"OPTISCAN IMAGING LIMITED",OIL,"Health Care Equipment & Services"
"OPUS GROUP LIMITED",OPG,"Commercial & Professional Services"
"ORBIS GOLD LIMITED",OBS,"Materials"
"ORBITAL CORPORATION LIMITED",OEC,"Automobile & Components"
"ORCA ENERGY LIMITED",OGY,"Energy"
"ORD RIVER RESOURCES LIMITED",ORD,"Materials"
"ORECORP LIMITED",ORR,"Materials"
"ORH LIMITED",ORH,"Capital Goods"
"ORICA LIMITED",ORI,"Materials"
"ORIENTAL TECHNOLOGIES INVESTMENT LIMITED",OTI,"Capital Goods"
"ORIGIN ENERGY LIMITED",ORG,"Energy"
"ORINOCO GOLD LIMITED",OGX,"Materials"
"ORION EQUITIES LIMITED",OEQ,"Diversified Financials"
"ORION GOLD NL",ORN,"Materials"
"ORION METALS LIMITED",ORM,"Materials"
"ORO VERDE LIMITED",OVL,"Materials"
"OROCOBRE LIMITED",ORE,"Materials"
"ORORA LIMITED",ORA,"Materials"
"OROTONGROUP LIMITED",ORL,"Retailing"
"OROYA MINING LIMITED",ORO,"Materials"
"ORPHEUS ENERGY LIMITED",OEG,"Energy"
"ORREX RESOURCES LTD",ORX,"Materials"
"OSPREY MEDICAL INC",OSP,"Health Care Equipment & Services"
"OTIS ENERGY LIMITED",OTE,"Energy"
"OTOC LIMITED",OTC,"Commercial & Professional Services"
"OTTO ENERGY LIMITED",OEL,"Energy"
"OUTBACK METALS LIMITED",OUM,"Materials"
"OVERLAND RESOURCES LIMITED",OVR,"Materials"
"OZ BREWING LIMITED",OZB,"Food Beverage & Tobacco"
"OZ MINERALS LIMITED",OZL,"Materials"
"OZFOREX GROUP LIMITED",OFX,"Diversified Financials"
"OZGROWTH LIMITED",OZG,"GICS Sector Code Not Applicable"
"OZTRADE PUBLISHING GROUP LIMITED",OZT,"Classification Pending"
"P-REIT",PXT,"Real Estate"
"PACIFIC BRANDS LIMITED",PBG,"Retailing"
"PACIFIC ENERGY LIMITED",PEA,"Utilities"
"PACIFIC ENVIRONMENT LIMITED",PEH,"Commercial & Professional Services"
"PACIFIC MINING LIMITED",PFM,"Materials"
"PACIFIC NIUGINI LIMITED",PNR,"Materials"
"PACIFIC ORE LIMITED",PSF,"Materials"
"PACIFIC STAR NETWORK LIMITED",PNW,"Media"
"PACIFICO MINERALS LIMITED",PMY,"Materials"
"PACT GROUP HOLDINGS LTD",PGH,"Materials"
"PADBURY MINING LIMITED",PDY,"Materials"
"PALACE RESOURCES LIMITED",PXR,"Energy"
"PALADIN ENERGY LTD",PDN,"Energy"
"PAN ASIA CORPORATION LIMITED",PZC,"Energy"
"PAN PACIFIC PETROLEUM NL",PPP,"Energy"
"PANAUST LIMITED",PNA,"Materials"
"PANCONTINENTAL OIL & GAS NL",PCL,"Energy"
"PANORAMA SYNERGY LTD",PSY,"Software & Services"
"PANORAMIC RESOURCES LIMITED",PAN,"Materials"
"PANTERRA GOLD LIMITED",PGI,"Materials"
"PAPERLINX LIMITED",PPX,"Capital Goods"
"PAPERLINX SPS TRUST",PXU,"GICS Sector Code Not Applicable"
"PAPILLON RESOURCES LIMITED",PIR,"Materials"
"PAPYRUS AUSTRALIA LIMITED",PPY,"Materials"
"PARADIGM METALS LIMITED",PDM,"Materials"
"PARAGON CARE LIMITED",PGC,"Health Care Equipment & Services"
"PARAMOUNT MINING CORPORATION LTD",PCP,"Materials"
"PARINGA RESOURCES LIMITED",PNL,"Materials"
"PARKER RESOURCES NL",PKR,"Materials"
"PARMELIA RESOURCES LIMITED",PML,"Materials"
"PATRYS LIMITED",PAB,"Pharmaceuticals, Biotechnology & Life Sciences"
"PATTIES FOODS LTD",PFL,"Food Beverage & Tobacco"
"PAWNEE ENERGY LIMITED",PAW,"Energy"
"PAYCE CONSOLIDATED LIMITED",PAY,"Real Estate"
"PAYNES FIND GOLD LIMITED",PNE,"Materials"
"PBD DEVELOPMENTS LIMITED",PBD,"Real Estate"
"PEAK OIL & GAS LIMITED",PKO,"Energy"
"PEAK RESOURCES LIMITED",PEK,"Materials"
"PEEL MINING LIMITED",PEX,"Materials"
"PEET LIMITED",PPC,"Real Estate"
"PEGASUS METALS LIMITED",PUN,"Materials"
"PELICAN RESOURCES LIMITED",PEL,"Materials"
"PENINSULA ENERGY LIMITED",PEN,"Energy"
"PENRICE SODA HOLDINGS LIMITED",PSH,"Materials"
"PENTAGON CAPITAL LIMITED",LSB,"GICS Sector Code Not Applicable"
"PENTAL LIMITED",PTL,"Household & Personal Products"
"PEPINNINI MINERALS LIMITED",PNN,"Materials"
"PERPETUAL LIMITED",PPT,"Diversified Financials"
"PERPETUAL RESOURCES LIMITED",PEC,"Energy"
"PERSEUS MINING LIMITED",PRU,"Materials"
"PETRATHERM LTD",PTR,"Utilities"
"PETREL ENERGY LIMITED",PRL,"Energy"
"PETSEC ENERGY LIMITED",PSA,"Energy"
"PHARMANET GROUP LIMITED",PNO,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHARMAUST LIMITED",PAA,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHARMAXIS LTD",PXS,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHILEO AUSTRALIA LIMITED",PHI,"Real Estate"
"PHILLIPS RIVER MINING LIMITED",PRH,"Materials"
"PHOENIX COPPER LIMITED",PNX,"Materials"
"PHOENIX GOLD LIMITED",PXG,"Materials"
"PHOSLOCK WATER SOLUTIONS LIMITED",PHK,"Commercial & Professional Services"
"PHOSPHAGENICS LIMITED",POH,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHOSPHATE AUSTRALIA LIMITED",POZ,"Materials"
"PHW CONSOLIDATED LIMITED",PHW,"Food Beverage & Tobacco"
"PHYLOGICA LIMITED",PYC,"Pharmaceuticals, Biotechnology & Life Sciences"
"PIENETWORKS LIMITED",PIE,"Technology Hardware & Equipment"
"PILBARA MINERALS LIMITED",PLS,"Materials"
"PIONEER CREDIT LIMITED",PNC,"Classification Pending"
"PIONEER RESOURCES LIMITED",PIO,"Materials"
"PLANET GAS LIMITED",PGS,"Energy"
"PLANET METALS LIMITED",PMQ,"Materials"
"PLANET PLATINUM LIMITED",PPN,"Consumer Services"
"PLATINA RESOURCES LIMITED",PGM,"Materials"
"PLATINUM ASSET MANAGEMENT LIMITED",PTM,"Diversified Financials"
"PLATINUM AUSTRALIA LIMITED",PLA,"Materials"
"PLATINUM CAPITAL LIMITED",PMC,"Diversified Financials"
"PLATYPUS MINERALS LTD",PLP,"Materials"
"PLD CORPORATION LIMITED",PLD,"Health Care Equipment & Services"
"PLENTEX LIMITED",PRM,"Materials"
"PLUTON RESOURCES LIMITED",PLV,"Materials"
"PLYMOUTH MINERALS LIMITED",PLH,"Materials"
"PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED",PAF,"Classification Pending"
"PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED",PGF,"GICS Sector Code Not Applicable"
"PMP LIMITED",PMP,"Commercial & Professional Services"
"PO VALLEY ENERGY LIMITED",PVE,"Energy"
"POSEIDON NICKEL LIMITED",POS,"Materials"
"POTASH MINERALS LIMITED",POK,"Materials"
"POTASH WEST NL",PWN,"Materials"
"POWER RESOURCES LIMITED",PWW,"Materials"
"PPK GROUP LIMITED",PPK,"Capital Goods"
"PRAEMIUM LIMITED",PPS,"Software & Services"
"PRAIRIE DOWNS METALS LIMITED",PDZ,"Materials"
"PRANA BIOTECHNOLOGY LIMITED",PBT,"Pharmaceuticals, Biotechnology & Life Sciences"
"PRECIOUS METAL RESOURCES LIMITED",PMR,"Materials"
"PREDICTIVE DISCOVERY LIMITED",PDI,"Materials"
"PREFERRED CAPITAL LIMITED",PCA,"GICS Sector Code Not Applicable"
"PREMIER INVESTMENTS LIMITED",PMV,"Retailing"
"PRIMA BIOMED LTD",PRR,"Pharmaceuticals, Biotechnology & Life Sciences"
"PRIMARY GOLD LIMITED",PGO,"Materials"
"PRIMARY HEALTH CARE LIMITED",PRY,"Health Care Equipment & Services"
"PRIME FINANCIAL GROUP LIMITED",PFG,"Diversified Financials"
"PRIME MEDIA GROUP LIMITED",PRT,"Media"
"PRIME MINERALS LIMITED",PIM,"Materials"
"PRO MEDICUS LIMITED",PME,"Health Care Equipment & Services"
"PRO-PAC PACKAGING LIMITED",PPG,"Materials"
"PROBIOTEC LIMITED",PBP,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROGEN PHARMACEUTICALS LIMITED",PGL,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROGRAMMED MAINTENANCE SERVICES LIMITED",PRG,"Commercial & Professional Services"
"PROGRESS 2005-1 TRUST",POG,"GICS Sector Code Not Applicable"
"PROGRESS 2006-1 TRUST",POJ,"GICS Sector Code Not Applicable"
"PROGRESS 2010-1 TRUST",POB,"GICS Sector Code Not Applicable"
"PROMESA LIMITED",PRA,"Materials"
"PROPHECY INTERNATIONAL HOLDINGS LIMITED",PRO,"Software & Services"
"PROSPECT RESOURCES LIMITED",PSC,"Materials"
"PROSPERITY RESOURCES LIMITED",PSP,"Materials"
"PROTO RESOURCES & INVESTMENTS LTD",PRW,"Materials"
"PROVINCE OF ONTARIO",PON,"GICS Sector Code Not Applicable"
"PRYME ENERGY LIMITED",PYM,"Energy"
"PS&C LIMITED",PSZ,"Commercial & Professional Services"
"PSIVIDA CORP.",PVA,"Pharmaceuticals, Biotechnology & Life Sciences"
"PTB GROUP LIMITED",PTB,"Capital Goods"
"PUBLIC HOLDINGS (AUSTRALIA) LIMITED",PHA,"Diversified Financials"
"PULSE HEALTH LIMITED",PHG,"Health Care Equipment & Services"
"PUMA MASTERFUND H-1",PUH,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND P-11",PUP,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND P-12",PUC,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND P-13",PUI,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND P-16",PUB,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-4",PUA,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-5",PUE,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-6",PUD,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-7",PUS,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-8",PUG,"GICS Sector Code Not Applicable"
"PUMA SERIES 2013-1",PUJ,"GICS Sector Code Not Applicable"
"PUMA SERIES 2014-1",PUK,"GICS Sector Code Not Applicable"
"PURA VIDA ENERGY NL",PVD,"Energy"
"Q LIMITED",QXQ,"Media"
"Q TECHNOLOGY GROUP LIMITED",QTG,"Technology Hardware & Equipment"
"QANDA TECHNOLOGY LTD",QNA,"Software & Services"
"QANTAS AIRWAYS LIMITED",QAN,"Transportation"
"QBE INSURANCE GROUP LIMITED",QBE,"Insurance"
"QRXPHARMA LTD",QRX,"Pharmaceuticals, Biotechnology & Life Sciences"
"QUANTUM ENERGY LIMITED.",QTM,"Consumer Durables & Apparel"
"QUANTUM RESOURCES LIMITED",QUR,"Materials"
"QUBE HOLDINGS LIMITED",QUB,"Transportation"
"QUEBEC",QBC,"GICS Sector Code Not Applicable"
"QUEENSLAND BAUXITE LIMITED",QBL,"Materials"
"QUEENSLAND MINING CORPORATION LIMITED",QMN,"Materials"
"QUEENSLAND TREASURY CORPORATION",XQL,"GICS Sector Code Not Applicable"
"QUEST INVESTMENTS LIMITED",QST,"Diversified Financials"
"QUEST MINERALS LIMITED",QNL,"Materials"
"QUEST PETROLEUM NL",QPN,"Energy"
"QUESTE COMMUNICATIONS LIMITED",QUE,"Telecommunication Services"
"QUESTUS LIMITED",QSS,"Diversified Financials"
"QUICKFLIX LIMITED",QFX,"Retailing"
"QUICKSTEP HOLDINGS LIMITED",QHL,"Capital Goods"
"QUINTESSENTIAL RESOURCES LIMITED",QRL,"Materials"
"RADAR IRON LIMITED",RAD,"Materials"
"RAFFLES CAPITAL LIMITED",RAF,"Diversified Financials"
"RAM RESOURCES LIMITED",RMR,"Materials"
"RAMELIUS RESOURCES LIMITED",RMS,"Materials"
"RAMPART ENERGY LTD",RTD,"Energy"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2006-1",RMM,"GICS Sector Code Not Applicable"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-1HE",RMB,"GICS Sector Code Not Applicable"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-2H",RMH,"GICS Sector Code Not Applicable"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-3",RMF,"GICS Sector Code Not Applicable"
"RAMSAY HEALTH CARE LIMITED",RHC,"Health Care Equipment & Services"
"RAND MINING LIMITED",RND,"Materials"
"RANGE RESOURCES LIMITED",RRS,"Energy"
"RAPTIS GROUP LIMITED",RPG,"Real Estate"
"RAWSON RESOURCES LIMITED",RAW,"Energy"
"RAYA GROUP LIMITED",RYG,"Energy"
"RCG CORPORATION LIMITED",RCG,"Retailing"
"RCR TOMLINSON LIMITED",RCR,"Capital Goods"
"REA GROUP LTD",REA,"Media"
"REAL ENERGY CORPORATION LIMITED",RLE,"Energy"
"REAL ESTATE CAPITAL PARTNERS USA PROPERTY TRUST",RCU,"Real Estate"
"REALM RESOURCES LIMITED",RRP,"Materials"
"RECALL HOLDINGS LIMITED",REC,"Commercial & Professional Services"
"RECKON LIMITED",RKN,"Software & Services"
"RECLAIM INDUSTRIES LIMITED",RCM,"Commercial & Professional Services"
"RECTIFIER TECHNOLOGIES LTD",RFT,"Capital Goods"
"RED 5 LIMITED",RED,"Materials"
"RED EMPEROR RESOURCES NL",RMP,"Energy"
"RED FORK ENERGY LIMITED",RFE,"Energy"
"RED GUM RESOURCES LIMITED",RGX,"Materials"
"RED HILL IRON LIMITED",RHI,"Materials"
"RED METAL LIMITED",RDM,"Materials"
"RED MOUNTAIN MINING LIMITED",RMX,"Materials"
"RED RIVER RESOURCES LIMITED",RVR,"Materials"
"RED SKY ENERGY LIMITED.",ROG,"Energy"
"REDBANK COPPER LIMITED",RCP,"Materials"
"REDBANK ENERGY LIMITED",AEJ,"Utilities"
"REDCLIFFE RESOURCES LIMITED",RCF,"Materials"
"REDFLEX HOLDINGS LIMITED",RDF,"Software & Services"
"REDFLOW LIMITED",RFX,"Capital Goods"
"REDHILL EDUCATION LIMITED",RDH,"Consumer Services"
"REDSTONE RESOURCES LIMITED",RDS,"Materials"
"REECE AUSTRALIA LIMITED",REH,"Capital Goods"
"REED RESOURCES LTD",RDR,"Materials"
"REEDY LAGOON CORPORATION LIMITED",RLC,"Materials"
"REEF CASINO TRUST",RCT,"Consumer Services"
"REELTIME MEDIA LIMITED",RMA,"Media"
"REFRESH GROUP LIMITED",RGP,"Food Beverage & Tobacco"
"REGAL RESOURCES LIMITED",RER,"Materials"
"REGALPOINT RESOURCES LIMITED",RGU,"Energy"
"REGENEUS LTD",RGS,"Pharmaceuticals, Biotechnology & Life Sciences"
"REGIONAL EXPRESS HOLDINGS LIMITED",REX,"Transportation"
"REGIS RESOURCES LIMITED",RRL,"Materials"
"RENAISSANCE MINERALS LIMITED",RNS,"Materials"
"RENASCOR RESOURCES LIMITED",RNU,"Energy"
"RENTAL MANAGEMENT INVESTMENT TRUST",RTI,"Classification Pending"
"REPRODUCTIVE HEALTH SCIENCE LIMITED",RHS,"Materials"
"REPUBLIC GOLD LIMITED",RAU,"Materials"
"REPUBLIC OF AUSTRIA",ROA,"GICS Sector Code Not Applicable"
"RESIMAC TRIOMPHE TRUST",RTT,"GICS Sector Code Not Applicable"
"RESMED INC",RMD,"Health Care Equipment & Services"
"RESOLUTE MINING LIMITED",RSG,"Materials"
"RESONANCE HEALTH LIMITED",RHT,"Health Care Equipment & Services"
"RESOURCE AND INVESTMENT NL",RNI,"Materials"
"RESOURCE BASE LIMITED",RBX,"Materials"
"RESOURCE DEVELOPMENT GROUP LIMITED",RDG,"Commercial & Professional Services"
"RESOURCE EQUIPMENT LTD",RQL,"Capital Goods"
"RESOURCE GENERATION LIMITED",RES,"Energy"
"RESOURCE MINING CORPORATION LIMITED",RMI,"Materials"
"RESOURCE STAR LIMITED",RSL,"Energy"
"RESOURCES & ENERGY GROUP LIMITED",REZ,"Energy"
"RETAIL FOOD GROUP LIMITED",RFG,"Consumer Services"
"REVA MEDICAL, INC",RVA,"Health Care Equipment & Services"
"REVERSE CORP LIMITED",REF,"Telecommunication Services"
"REWARD MINERALS LTD",RWD,"Materials"
"REX MINERALS LIMITED",RXM,"Materials"
"REY RESOURCES LIMITED",REY,"Energy"
"RHINOMED LIMITED",RNO,"Pharmaceuticals, Biotechnology & Life Sciences"
"RHYPE LIMITED",RHP,"Capital Goods"
"RICHFIELD INTERNATIONAL LIMITED",RIS,"Transportation"
"RIDLEY CORPORATION LIMITED",RIC,"Food Beverage & Tobacco"
"RIEDEL RESOURCES LIMITED",RIE,"Materials"
"RIFT VALLEY RESOURCES LIMITED.",RVY,"Materials"
"RIMFIRE PACIFIC MINING NL",RIM,"Materials"
"RIO TINTO LIMITED",RIO,"Materials"
"RIVERCITY MOTORWAY GROUP",RCY,"Transportation"
"RKS CONSOLIDATED LIMITED",RKS,"Diversified Financials"
"RMA ENERGY LIMITED",RMT,"Materials"
"RMG LIMITED",RMG,"Materials"
"RNY PROPERTY TRUST",RNY,"Real Estate"
"ROBUST RESOURCES LIMITED",ROL,"Materials"
"ROC OIL COMPANY LIMITED",ROC,"Energy"
"RONGTAI INTERNATIONAL GROUP HOLDINGS LIMITED",RIG,"Capital Goods"
"ROX RESOURCES LIMITED",RXL,"Materials"
"ROYAL RESOURCES LIMITED",ROY,"Materials"
"ROYAL WOLF HOLDINGS LIMITED",RWH,"Commercial & Professional Services"
"ROYALCO RESOURCES LIMITED",RCO,"Materials"
"RUBIANNA RESOURCES LIMITED",RRE,"Materials"
"RUBICON RESOURCES LIMITED",RBR,"Materials"
"RUBICOR GROUP LIMITED",RUB,"Commercial & Professional Services"
"RUBIK FINANCIAL LIMITED",RFL,"Software & Services"
"RUM JUNGLE RESOURCES LTD",RUM,"Materials"
"RUMBLE RESOURCES LIMITED",RTR,"Materials"
"RUNGEPINCOCKMINARCO LIMITED",RUL,"Commercial & Professional Services"
"RURAL FUNDS GROUP",RFF,"Real Estate"
"RURALCO HOLDINGS LIMITED",RHL,"Retailing"
"RUTILA RESOURCES LIMITED",RTA,"Materials"
"RXP SERVICES LIMITED",RXP,"Software & Services"
"SABINA CORPORATION LIMITED",SAP,"Real Estate"
"SABRE RESOURCES LIMITED",SBR,"Materials"
"SAFEROADS HOLDINGS LIMITED",SRH,"Capital Goods"
"SAFETY MEDICAL PRODUCTS LIMITED",SFP,"Health Care Equipment & Services"
"SAI GLOBAL LIMITED",SAI,"Commercial & Professional Services"
"SALMAT LIMITED",SLM,"Commercial & Professional Services"
"SAMSON OIL & GAS LIMITED",SSN,"Energy"
"SANDFIRE RESOURCES NL",SFR,"Materials"
"SANDON CAPITAL INVESTMENTS LIMITED",SNC,"GICS Sector Code Not Applicable"
"SANTANA MINERALS LIMITED",SMI,"Materials"
"SANTOS LIMITED",STO,"Energy"
"SARACEN MINERAL HOLDINGS LIMITED",SAR,"Materials"
"SAUNDERS INTERNATIONAL LIMITED",SND,"Capital Goods"
"SAVCOR GROUP LIMITED",SAV,"Capital Goods"
"SAYONA MINING LIMITED",SYA,"Materials"
"SCANTECH LIMITED",SCD,"Technology Hardware & Equipment"
"SCHAFFER CORPORATION LIMITED",SFC,"Automobile & Components"
"SCIGEN LIMITED",SIE,"Pharmaceuticals, Biotechnology & Life Sciences"
"SCOTGOLD RESOURCES LIMITED",SGZ,"Materials"
"SDI LIMITED",SDI,"Health Care Equipment & Services"
"SEALINK TRAVEL GROUP LIMITED",SLK,"Consumer Services"
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2007-1",SAD,"GICS Sector Code Not Applicable"
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2008-1",SAJ,"GICS Sector Code Not Applicable"
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2011-1",SAC,"GICS Sector Code Not Applicable"
"SEDGMAN LIMITED",SDM,"Capital Goods"
"SEEK LIMITED",SEK,"Commercial & Professional Services"
"SEGUE RESOURCES LIMITED",SEG,"Materials"
"SELECT EXPLORATION LIMITED",SLT,"Energy"
"SELECT HARVESTS LIMITED",SHV,"Food Beverage & Tobacco"
"SENETAS CORPORATION LIMITED",SEN,"Technology Hardware & Equipment"
"SENEX ENERGY LIMITED",SXY,"Energy"
"SERIES 2005-1 TORRENS TRUST",TRW,"GICS Sector Code Not Applicable"
"SERIES 2006-1(E) TORRENS TRUST",TRX,"GICS Sector Code Not Applicable"
"SERIES 2007 - 1G WST TRUST",WSB,"GICS Sector Code Not Applicable"
"SERIES 2007-1 HARVEY TRUST",HTV,"GICS Sector Code Not Applicable"
"SERIES 2007-1 TORRENS TRUST",TRQ,"GICS Sector Code Not Applicable"
"SERIES 2007-2 REDS TRUST",REQ,"GICS Sector Code Not Applicable"
"SERIES 2009-1 WST TRUST",WSC,"GICS Sector Code Not Applicable"
"SERIES 2010-1 REDS TRUST",REK,"GICS Sector Code Not Applicable"
"SERIES 2010-2 REDS TRUST",RDA,"GICS Sector Code Not Applicable"
"SERIES 2011-1 WST TRUST",WSH,"GICS Sector Code Not Applicable"
"SERIES 2011-2 WST TRUST",WSJ,"GICS Sector Code Not Applicable"
"SERIES 2011-3 WST TRUST",WSN,"GICS Sector Code Not Applicable"
"SERIES 2012-1 WST TRUST",WSO,"GICS Sector Code Not Applicable"
"SERIES 2012-1E REDS EHP TRUST",RFA,"GICS Sector Code Not Applicable"
"SERIES 2012-1E REDS TRUST",RFB,"GICS Sector Code Not Applicable"
"SERIES 2013-1 HARVEY TRUST",HTB,"GICS Sector Code Not Applicable"
"SERIES 2013-1 WST TRUST",WSQ,"GICS Sector Code Not Applicable"
"SERIES 2013-2 WST TRUST",WSD,"GICS Sector Code Not Applicable"
"SERVCORP LIMITED",SRV,"Real Estate"
"SERVICE STREAM LIMITED",SSM,"Capital Goods"
"SEVEN GROUP HOLDINGS LIMITED",SVW,"Capital Goods"
"SEVEN WEST MEDIA LIMITED",SWM,"Media"
"SEYMOUR WHYTE LIMITED",SWL,"Capital Goods"
"SFG AUSTRALIA LIMITED",SFW,"Diversified Financials"
"SG FLEET GROUP LIMITED",SGF,"Transportation"
"SHAW RIVER MANGANESE LIMITED",SRR,"Materials"
"SHEFFIELD RESOURCES LIMITED",SFX,"Materials"
"SHENHUA INTERNATIONAL LIMITED",SHU,"Consumer Durables & Apparel"
"SHERWIN IRON LIMITED",SHD,"Materials"
"SHINE CORPORATE LTD",SHJ,"Consumer Services"
"SHINHAN BANK",SHB,"GICS Sector Code Not Applicable"
